Train Number,Train Name,Arrival Delays,Departure Delays
54085,DLI RE PASS,$ $10 min$11 min$14 min$17 min$19 min$24 min$29 min$30 min$29 min$31 min$32 min$35 min$27 min,$3 min$11 min$15 min$15 min$17 min$23 min$27 min$30 min$30 min$31 min$31 min$34 min$37 min$ 
54417,DLI RE PASS,$ $20 min$26 min$29 min$30 min$30 min$31 min$31 min$32 min$32 min$36 min$38 min$45 min$41 min,$17 min$21 min$27 min$29 min$30 min$30 min$31 min$31 min$32 min$35 min$37 min$44 min$46 min$ 
54471,DLI RKSH PASS,$ $7 min$9 min$8 min$15 min$16 min$18 min$19 min$23 min$16 min$17 min$19 min$19 min$19 min$20 min$20 min$21 min$24 min$24 min$16 min$18 min$22 min$25 min$29 min$23 min$51 min$54 min$1:04 hrs$1:12 hrs$1:09 hrs$51 min$42 min$32 min$34 min$35 min$37 min$39 min,$1 min$9 min$10 min$8 min$15 min$19 min$19 min$20 min$22 min$17 min$18 min$19 min$20 min$19 min$20 min$20 min$21 min$26 min$25 min$17 min$22 min$24 min$28 min$40 min$40 min$54 min$1:04 hrs$1:10 hrs$1:12 hrs$1:09 hrs$1:10 hrs$48 min$50 min$34 min$36 min$38 min$ 
74011,DLI ROK DMU,$ $0$3 min$8 min$14 min$18 min$20 min$20 min$20 min$27 min$24 min$20 min,$2 min$3 min$7 min$11 min$15 min$18 min$20 min$20 min$25 min$27 min$28 min$ 
64913,DLI ROHTAK MEMU,,
64911,NDLS ROK MEMU,$ $38 min$37 min$57 min$58 min$1 hrs$1:11 hrs$1:12 hrs$1:17 hrs$1:13 hrs$1:12 hrs$1:11 hrs,$29 min$43 min$39 min$58 min$58 min$1 hrs$1:13 hrs$1:14 hrs$1:13 hrs$1:13 hrs$1:15 hrs$ 
64915,DLI ROK MEMU,$ $29 min$34 min$40 min$49 min$50 min$49 min$56 min$53 min$36 min$1:03 hrs$56 min,$2 min$33 min$44 min$45 min$49 min$53 min$50 min$57 min$53 min$29 min$1:01 hrs$ 
64931,DLI ROK MEMU,$ $13 min$22 min$15 min$16 min$18 min$18 min$20 min$20 min$18 min$25 min$7 min,$17 min$14 min$22 min$18 min$16 min$18 min$18 min$20 min$20 min$18 min$30 min$ 
13120,ANVT SDAH EXP,$ $2:15 hrs$2:39 hrs$3:12 hrs$3:19 hrs$3:15 hrs$3:23 hrs$1:36 hrs$1:55 hrs$1:45 hrs$1:45 hrs$1:42 hrs$1:40 hrs$1:41 hrs$1:43 hrs$1:44 hrs$1:47 hrs$1:46 hrs$1:46 hrs$1:47 hrs$2 hrs$2:09 hrs$2:16 hrs$2:19 hrs$3:14 hrs$3:16 hrs$3:14 hrs$2:15 hrs$2:07 hrs$1:46 hrs$1:43 hrs$1:41 hrs$1:45 hrs$1:49 hrs$1:51 hrs$1:46 hrs$1:47 hrs$1:46 hrs$1:45 hrs$1:35 hrs$1:15 hrs$1:19 hrs$1:43 hrs$2 hrs$1:13 hrs$1:14 hrs$1:15 hrs$1:15 hrs$1:14 hrs$1:12 hrs$1:12 hrs$1:10 hrs$1:05 hrs$1:04 hrs$59 min$48 min$47 min$45 min$44 min$45 min$42 min$42 min$42 min$40 min$37 min$17 min$23 min$17 min$18 min$20 min$1 min$0$2 min$3 min$2 min$1 min$0$27 min,$2:18 hrs$2:15 hrs$2:42 hrs$3:13 hrs$3:19 hrs$3:20 hrs$3:22 hrs$2:03 hrs$1:52 hrs$1:44 hrs$1:45 hrs$1:39 hrs$1:39 hrs$1:40 hrs$1:42 hrs$1:44 hrs$1:46 hrs$1:46 hrs$1:48 hrs$2 hrs$2:09 hrs$2:19 hrs$2:18 hrs$3:15 hrs$3:13 hrs$3:17 hrs$3:13 hrs$2:10 hrs$2:07 hrs$1:45 hrs$1:42 hrs$1:41 hrs$1:46 hrs$1:49 hrs$1:51 hrs$1:46 hrs$1:48 hrs$1:47 hrs$1:45 hrs$1:35 hrs$1:18 hrs$1:18 hrs$1:45 hrs$2:02 hrs$1:09 hrs$1:14 hrs$1:15 hrs$1:15 hrs$1:15 hrs$1:10 hrs$1:12 hrs$1:11 hrs$1:06 hrs$1:04 hrs$59 min$45 min$47 min$45 min$44 min$46 min$44 min$43 min$43 min$39 min$38 min$15 min$23 min$18 min$19 min$21 min$4 min$4 min$4 min$5 min$2 min$5 min$14 min$ 
74023,DLI SMQL DMU,$ $12 min$17 min$18 min$23 min$18 min$20 min$35 min$24 min,$10 min$13 min$19 min$18 min$20 min$18 min$38 min$43 min$ 
54059,DLI SMQL PASS,$ $1:48 hrs$1:48 hrs$1:48 hrs$1:49 hrs$2:02 hrs$2:06 hrs$2:23 hrs$2:23 hrs,$1:40 hrs$1:48 hrs$1:48 hrs$1:49 hrs$1:59 hrs$2:02 hrs$2:22 hrs$2:25 hrs$ 
51905,DLI SMQL PASS,$ $30 min$43 min$46 min$32 min$32 min$25 min$18 min$17 min,$20 min$27 min$56 min$52 min$34 min$32 min$29 min$28 min$ 
51909,DLI  SRE PASS,$ $55 min$1:01 hrs$1:03 hrs$1:08 hrs$1:21 hrs$1:24 hrs$1:13 hrs$1:02 hrs$59 min$58 min$1 hrs$1:01 hrs$1:02 hrs$1:10 hrs$1:10 hrs,$41 min$56 min$1:02 hrs$1:08 hrs$1:22 hrs$1:23 hrs$1:28 hrs$1:19 hrs$55 min$59 min$58 min$1 hrs$1:01 hrs$1:02 hrs$1:17 hrs$ 
51913,DLI SRE PASS,$ $32 min$36 min$36 min$35 min$33 min$31 min$28 min$15 min$23 min$23 min$24 min$25 min$30 min$12 min$6 min,$24 min$32 min$37 min$39 min$35 min$34 min$31 min$30 min$20 min$26 min$25 min$24 min$25 min$35 min$14 min$ 
74021,DLI SRE DMU,$ $19 min$22 min$23 min$34 min$35 min$43 min$42 min$41 min$42 min$42 min$46 min$46 min$47 min$50 min$48 min,$15 min$18 min$32 min$33 min$36 min$41 min$49 min$46 min$41 min$42 min$42 min$46 min$46 min$47 min$53 min$ 
74001,DLI NMK PASS,$ $1 min$2 min$2 min$6 min$7 min$8 min$11 min$11 min$10 min$10 min$12 min$14 min$5 min,$0$1 min$2 min$5 min$7 min$7 min$10 min$11 min$11 min$10 min$11 min$13 min$15 min$ 
51911,DLI  SRE PASS,$ $51 min$59 min$59 min$1:03 hrs$1 hrs$1:06 hrs$1:11 hrs$54 min$55 min$46 min$53 min$50 min$50 min$58 min$1:02 hrs,$48 min$51 min$1:04 hrs$1:02 hrs$1:06 hrs$1:03 hrs$1:09 hrs$1:12 hrs$54 min$55 min$46 min$53 min$54 min$57 min$1:09 hrs$ 
64584,DLI TDL MEMU,$ $42 min$52 min$56 min$1:11 hrs$1:15 hrs$1:19 hrs$1:26 hrs$1:33 hrs$1:35 hrs$1:40 hrs$1:42 hrs$1:41 hrs$1:55 hrs$2:15 hrs$2:16 hrs$2:09 hrs$2:05 hrs$2:32 hrs$2:36 hrs$2:59 hrs$3 hrs$3:08 hrs$3:16 hrs$3:18 hrs$3:25 hrs$3:08 hrs,$45 min$42 min$52 min$51 min$1:11 hrs$1:17 hrs$1:23 hrs$1:30 hrs$1:33 hrs$1:36 hrs$1:40 hrs$1:46 hrs$2:09 hrs$2:15 hrs$2:15 hrs$2:20 hrs$2:14 hrs$2:18 hrs$2:45 hrs$2:45 hrs$2:59 hrs$3:05 hrs$3:15 hrs$3:19 hrs$3:23 hrs$3:28 hrs$ 
14521,DLI UMB EXP,$ $5 min$0$9 min$8 min$11 min$13 min$20 min$21 min$25 min$0$8 min$8 min$13 min$3 min,$0$5 min$1 min$10 min$9 min$11 min$13 min$20 min$21 min$24 min$0$8 min$8 min$12 min$ 
59235,DLJ MHV PASS,$ $5 min$7 min$8 min$11 min$13 min$11 min$11 min$10 min$0,$1 min$7 min$8 min$10 min$12 min$13 min$12 min$12 min$9 min$ 
53641,DLN DDU PASS,$ $27 min$28 min$1 min$10 min$40 min$0,$23 min$28 min$29 min$11 min$36 min$40 min$ 
53643,DLN TRG PASS,$ ,$ 
53645,DLN TRG PASS,$ ,$ 
53647,DLN TRG PASS,$ ,$ 
55569,DMH SHC PASS,$ $16 min$10 min,$12 min$16 min$ 
55555,SHC SPJ PASS,,
51886,DMO BINA PASS,$ $14 min$21 min$22 min$19 min$18 min$18 min$19 min$19 min$18 min$17 min$17 min$18 min$20 min$19 min$17 min$16 min$12 min,$7 min$15 min$21 min$22 min$21 min$19 min$20 min$22 min$20 min$17 min$18 min$17 min$12 min$20 min$20 min$17 min$16 min$ 
55903,DMV MXN PASS,$ $1:15 hrs$48 min$46 min$30 min$31 min$21 min$18 min$26 min$26 min$20 min$15 min$0$2 min$0,$1:15 hrs$1:15 hrs$48 min$47 min$31 min$32 min$21 min$22 min$27 min$26 min$20 min$16 min$0$2 min$ 
63218,DNR MKA DEMU,$ $3 min$3 min$2 min$8 min$8 min$8 min$12 min$24 min$30 min$26 min$27 min$31 min$39 min$38 min$36 min$8 min,$0$4 min$3 min$4 min$9 min$8 min$9 min$24 min$25 min$30 min$28 min$30 min$35 min$39 min$39 min$37 min$ 
53230,DNR RGD PASS,,
63219,DNR RPR MEMU,$ $7 min$6 min$9 min$8 min$22 min$20 min$44 min$0,$1 min$8 min$6 min$14 min$20 min$33 min$45 min$44 min$ 
18184,DNR TATA EXP,$ $0$3 min$4 min$8 min$7 min$9 min$19 min$19 min$19 min$18 min$23 min$22 min$19 min$19 min$20 min$21 min$21 min$23 min$22 min$3 min$18 min$20 min$23 min$23 min$22 min$25 min$16 min$2 min$7 min$15 min$7 min$5 min$0,$0$1 min$2 min$6 min$8 min$9 min$9 min$20 min$20 min$19 min$18 min$23 min$22 min$20 min$13 min$21 min$22 min$21 min$23 min$23 min$10 min$18 min$22 min$21 min$24 min$25 min$24 min$7 min$15 min$10 min$15 min$7 min$5 min$ 
53232,DNR TIA PASS,$ $1:05 hrs$1:11 hrs$54 min$1 hrs$1:24 hrs$1:08 hrs$56 min$1:20 hrs$1:27 hrs$1:34 hrs$1:18 hrs$1:31 hrs$1:30 hrs$1:28 hrs$1:32 hrs$1:28 hrs$1:36 hrs$2:22 hrs$2:35 hrs$1:44 hrs,$1:27 hrs$1:10 hrs$1:11 hrs$1:12 hrs$1 hrs$1:24 hrs$1:12 hrs$1:02 hrs$1:21 hrs$1:29 hrs$1:35 hrs$1:17 hrs$1:33 hrs$1:29 hrs$1:12 hrs$1:29 hrs$1:11 hrs$2 hrs$2:25 hrs$2:43 hrs$ 
19064,DNR UDHNA  EXP,$ $24 min$27 min$0$15 min$32 min$21 min$22 min$33 min$31 min$35 min$1:04 hrs$47 min$25 min$24 min$28 min$6 min$0,$0$24 min$27 min$3 min$7 min$36 min$26 min$24 min$43 min$42 min$40 min$1:04 hrs$25 min$27 min$33 min$31 min$5 min$ 
73902,DNRE JMP DMU,,
73904,DNRE JMP DMU,,
13010,DOON EXPRESS,$ $4 min$2 min$10 min$10 min$11 min$0$20 min$13 min$32 min$38 min$41 min$34 min$38 min$52 min$49 min$51 min$47 min$1:22 hrs$1:37 hrs$1:41 hrs$1:51 hrs$2:02 hrs$2:07 hrs$2:07 hrs$2:14 hrs$2:13 hrs$2:17 hrs$2:31 hrs$2:09 hrs$2:10 hrs$2:04 hrs$2:33 hrs$2:42 hrs$2:41 hrs$2:36 hrs$2:41 hrs$3:29 hrs$4:08 hrs$4:50 hrs$4:59 hrs$5:01 hrs$5:01 hrs$5:03 hrs$5:09 hrs$5:11 hrs$5:12 hrs$5:12 hrs$5:13 hrs$5:12 hrs$5:12 hrs$5:10 hrs$5:11 hrs$5:12 hrs$4:53 hrs$4:33 hrs$4:30 hrs$4:32 hrs$4:33 hrs$4:37 hrs$4:50 hrs$4:38 hrs$4:33 hrs$4:21 hrs$4:17 hrs$4:28 hrs$4:27 hrs$4:30 hrs$4:08 hrs$4:14 hrs$4:28 hrs$4:44 hrs,$5 min$4 min$13 min$12 min$11 min$11 min$7 min$32 min$12 min$32 min$51 min$41 min$34 min$59 min$52 min$50 min$52 min$49 min$1:23 hrs$1:37 hrs$1:41 hrs$1:51 hrs$2:04 hrs$2:09 hrs$2:10 hrs$2:15 hrs$2:15 hrs$2:18 hrs$2:30 hrs$2:09 hrs$2:07 hrs$2:04 hrs$2:46 hrs$2:43 hrs$2:41 hrs$2:37 hrs$2:42 hrs$3:57 hrs$4:08 hrs$4:50 hrs$5 hrs$5:02 hrs$5:01 hrs$5:04 hrs$5:10 hrs$5:12 hrs$5:14 hrs$5:12 hrs$5:14 hrs$5:13 hrs$5:12 hrs$5:11 hrs$5:12 hrs$5:13 hrs$4:53 hrs$4:32 hrs$4:30 hrs$4:32 hrs$4:33 hrs$4:45 hrs$4:53 hrs$4:43 hrs$4:34 hrs$4:20 hrs$4:22 hrs$4:27 hrs$4:28 hrs$4:29 hrs$4:10 hrs$4:13 hrs$4:25 hrs$ 
13009,DOON EXPRESS,$ $1 min$0$0$10 min$0$3 min$8 min$8 min$13 min$0$0$6 min$9 min$25 min$25 min$26 min$27 min$0$2 min$6 min$7 min$18 min$20 min$22 min$20 min$23 min$21 min$24 min$24 min$24 min$23 min$26 min$0$20 min$1:03 hrs$1:12 hrs$1:16 hrs$1:23 hrs$1:55 hrs$1:51 hrs$1:54 hrs$1:53 hrs$1:54 hrs$2 hrs$2:03 hrs$2:03 hrs$2:18 hrs$2:28 hrs$2:22 hrs$2:07 hrs$1:45 hrs$1:54 hrs$2:12 hrs$2:11 hrs$2:08 hrs$2:11 hrs$2:04 hrs$2:05 hrs$2:04 hrs$2:13 hrs$2:16 hrs$2:19 hrs$2:28 hrs$3:35 hrs$3:39 hrs$3:37 hrs$3:32 hrs$3:37 hrs$3:18 hrs$3:30 hrs,$1 min$1 min$1 min$0$9 min$5 min$3 min$8 min$10 min$13 min$1 min$4 min$6 min$22 min$25 min$26 min$26 min$27 min$0$3 min$6 min$18 min$17 min$20 min$21 min$21 min$24 min$21 min$24 min$24 min$24 min$23 min$26 min$5 min$20 min$1:03 hrs$1:13 hrs$1:17 hrs$1:36 hrs$1:58 hrs$1:51 hrs$1:54 hrs$1:54 hrs$1:54 hrs$2:05 hrs$2:03 hrs$1:59 hrs$2:18 hrs$2:29 hrs$2:23 hrs$2:07 hrs$1:45 hrs$1:58 hrs$2:14 hrs$2:11 hrs$2:07 hrs$2:10 hrs$2:06 hrs$2:07 hrs$2:04 hrs$2:23 hrs$2:20 hrs$2:22 hrs$3:17 hrs$3:35 hrs$3:39 hrs$3:37 hrs$3:32 hrs$3:36 hrs$3:25 hrs$ 
53358,DOS BRKA PASS,$ $9 min$22 min$28 min$29 min$33 min$34 min$36 min$37 min$40 min$40 min$41 min$46 min$53 min$1 hrs$15 min$19 min$19 min$23 min$33 min$33 min$33 min$38 min$51 min$1 hrs$1:01 hrs$1:03 hrs$1:02 hrs$53 min$54 min$56 min$54 min$57 min$1:03 hrs$1:14 hrs$1:10 hrs$1:17 hrs$1:25 hrs$1:24 hrs$1:20 hrs$1:26 hrs$1:24 hrs$1:30 hrs$36 min,$5 min$16 min$26 min$30 min$32 min$35 min$35 min$37 min$42 min$41 min$42 min$48 min$53 min$1 hrs$1:04 hrs$24 min$20 min$23 min$24 min$34 min$34 min$35 min$48 min$57 min$1:01 hrs$1:01 hrs$1:03 hrs$1:02 hrs$55 min$55 min$57 min$55 min$1:03 hrs$1:04 hrs$1:14 hrs$1:12 hrs$1:26 hrs$1:25 hrs$1:24 hrs$1:27 hrs$1:26 hrs$1:41 hrs$1:18 hrs$ 
53350,DOS BRWD PASS,$ $38 min$43 min$42 min$44 min$47 min$48 min$44 min$49 min$55 min$57 min$59 min$1:05 hrs$1:09 hrs$1:12 hrs$28 min$45 min$43 min$46 min$43 min$43 min$41 min$37 min$19 min,$2 min$39 min$44 min$45 min$48 min$48 min$49 min$52 min$57 min$59 min$1:01 hrs$1:06 hrs$1:09 hrs$1:13 hrs$1:18 hrs$45 min$47 min$47 min$49 min$46 min$45 min$46 min$40 min$ 
53612,DOS BRWD PASS,$ $2:30 hrs$2:38 hrs$2:43 hrs$2:42 hrs$2:45 hrs$2:47 hrs$2:47 hrs$2:49 hrs$2:47 hrs$2:49 hrs$2:48 hrs$2:50 hrs$2:51 hrs$2:32 hrs$1:46 hrs$1:34 hrs$1:25 hrs$1:23 hrs$1:15 hrs$1:16 hrs$1:09 hrs$1:12 hrs$59 min,$2:27 hrs$2:33 hrs$2:42 hrs$2:43 hrs$2:46 hrs$2:47 hrs$2:49 hrs$2:48 hrs$2:49 hrs$2:51 hrs$2:51 hrs$2:53 hrs$2:53 hrs$2:54 hrs$2:46 hrs$1:32 hrs$1:35 hrs$1:27 hrs$1:25 hrs$1:18 hrs$1:18 hrs$1:17 hrs$1:15 hrs$ 
53364,DOS GAYA PASS,$ $15 min$20 min$21 min$25 min$28 min$27 min$30 min$33 min$41 min$45 min$39 min$48 min$0,$10 min$20 min$20 min$26 min$28 min$27 min$30 min$32 min$40 min$46 min$46 min$41 min$49 min$ 
76554,DPJ SBC DEMU,$ $0$2 min$3 min$13 min$14 min$15 min$20 min$23 min$25 min$28 min$26 min$13 min,$0$1 min$3 min$4 min$13 min$14 min$16 min$23 min$24 min$24 min$28 min$27 min$ 
96313,CSTM ABH LOCAL,$ $9 min,$9 min$ 
95327,CSTM ABH FAST,$ $5 min,$5 min$ 
97219,CSTM DI LOCAL,,
97237,CSTM DI LOCAL,,
97253,DR DI LOCAL,,
95725,DR KYN FAST,,
95731,CSTM KYN FAST,,
95711,DR KYN FAST,,
95721,CSTM KYN FAST,,
97035,TNA KYN LOCAL,,
97073,CSTM KYN LOCAL,,
97081,CSTM KYN LOCAL,,
97085,CSTM KYN LOCAL,,
97089,CSTM KYN LOCAL,,
97093,CSTM KYN LOCAL,,
97095,CSTM KYN LOCAL,,
97099,CSTM KYN LOCAL,,
97105,CLA KYN LOCAL,,
97113,CSTM KYN LOCAL,,
97121,CLA KYN LOCAL,,
97125,DR KYN LOCAL,,
12131,DR SAINAGAR EXP,$ $8 min$15 min$11 min$17 min$24 min$11 min$8 min,$0$8 min$15 min$11 min$17 min$28 min$12 min$ 
95901,CSTM TNA FAST,,
97311,CSTM TNA LOCAL,,
97341,CSTM TNA LOCAL,,
97375,DR TNA LOCAL,,
97413,CSTM TNA LOCAL,,
97419,CSTM TNA LOCAL,,
97425,CSTM TNA LOCAL,,
97431,CSTM TNA LOCAL,,
93002,DRD ADH LOCAL,$ $4:33 hrs,$1 min$ 
93006,DRD CCG FAST LOCAL,$ $0,$4 min$ 
93004,DRD VR LOCAL,$ $0,$1 min$ 
93010,DRD VR LOCAL,$ $4 min,$6 min$ 
93016,DRD VR LOCAL,$ $8 min,$2 min$ 
93018,DRD CCG FAST LOCAL,$ $1 min,$4 min$ 
93014,DRD VR LOCAL,$ $12 min,$7 min$ 
69164,DRD PNVL MEMU,$ $5 min$8 min$7 min$8 min$9 min$11 min$5 min$7 min$10 min$6 min$5 min$7 min$9 min$6 min$0,$2 min$6 min$8 min$7 min$9 min$10 min$12 min$5 min$7 min$10 min$5 min$5 min$7 min$9 min$6 min$ 
93008,DRD BVI LOCAL,$ $2:50 hrs,$0$ 
93012,DRD VR LOCAL,$ $0,$0$ 
93020,DRD VR LOCAL,$ $0,$0$ 
69148,GDA ANND MEMU,$ $7 min$10 min$15 min$17 min$22 min$24 min$25 min$27 min$26 min$26 min$26 min$6 min,$2 min$8 min$11 min$16 min$21 min$23 min$24 min$25 min$25 min$26 min$26 min$26 min$ 
69150,BH VR PASS,$ $11 min$13 min$19 min$21 min$23 min$25 min$25 min$25 min$7 min$3 min$5 min$8 min$10 min$12 min$12 min$13 min$16 min$13 min$6 min$6 min$6 min$6 min$10 min$14 min$15 min$17 min$17 min$12 min$10 min$16 min$13 min$17 min$21 min$17 min$7 min,$5 min$12 min$15 min$21 min$24 min$24 min$25 min$25 min$42 min$2 min$3 min$5 min$8 min$10 min$13 min$12 min$13 min$17 min$10 min$8 min$6 min$6 min$11 min$26 min$15 min$17 min$17 min$17 min$12 min$11 min$15 min$17 min$20 min$21 min$17 min$ 
69156,MTJ RTM PASS,$ $2 min$7 min$10 min$11 min$16 min$16 min$19 min$13 min$23 min$35 min$41 min$42 min$44 min$34 min$24 min$28 min$32 min$30 min$30 min$39 min$39 min$38 min$45 min$47 min$51 min$55 min$47 min$52 min$1:08 hrs$1:10 hrs$1:28 hrs$1:01 hrs$58 min$50 min$58 min$55 min$1:08 hrs$1:09 hrs$1:04 hrs$1:19 hrs$1:08 hrs$1:05 hrs$1:11 hrs$1:14 hrs$1:19 hrs$1:19 hrs$1:32 hrs$1:28 hrs$1:22 hrs$1:24 hrs$1:04 hrs$1:27 hrs$1:23 hrs$1:02 hrs$45 min$6 min$0$9 min$16 min$11 min$13 min$0,$0$5 min$7 min$10 min$16 min$16 min$18 min$19 min$19 min$34 min$38 min$43 min$43 min$48 min$36 min$27 min$27 min$30 min$30 min$33 min$39 min$39 min$43 min$45 min$49 min$54 min$56 min$53 min$1:08 hrs$1:08 hrs$1:12 hrs$1:28 hrs$1 hrs$58 min$56 min$1 hrs$1:05 hrs$1:10 hrs$1:09 hrs$1:05 hrs$1:19 hrs$1:08 hrs$1:11 hrs$1:06 hrs$1:24 hrs$1:21 hrs$1:21 hrs$1:42 hrs$1:34 hrs$1:41 hrs$1:24 hrs$1:35 hrs$1:30 hrs$1:23 hrs$1:03 hrs$46 min$15 min$9 min$17 min$16 min$12 min$18 min$ 
69146,GDA ANND DEMU,$ $4 min$7 min$14 min$17 min$18 min$20 min$13 min$15 min$19 min$21 min$16 min$3 min,$0$5 min$10 min$14 min$17 min$18 min$20 min$13 min$15 min$21 min$21 min$16 min$ 
78818,KETI DURG DEMU,$ $33 min$41 min$33 min$40 min$36 min$36 min$35 min$35 min$31 min$0,$20 min$33 min$41 min$39 min$42 min$35 min$36 min$35 min$35 min$28 min$ 
08874,DRZ G PASS,$ $0$13 min$6 min$6 min$0$0$14 min$18 min$20 min$25 min$30 min$27 min$17 min$29 min$0,$0$8 min$9 min$6 min$5 min$1 min$0$15 min$17 min$26 min$27 min$30 min$27 min$26 min$26 min$ 
78816,DRZ R DMU,$ $2 min$2 min$2 min$4 min$3 min$6 min$6 min$8 min$7 min$6 min$9 min$16 min$19 min$21 min$0,$0$2 min$2 min$3 min$4 min$3 min$6 min$6 min$7 min$6 min$8 min$9 min$16 min$21 min$15 min$ 
33612,DTK SDAH LOCAL,$ $2 min$0$2 min$1 min$1 min$2 min,$0$2 min$1 min$2 min$1 min$1 min$ 
33614,DTK SDAH LOCAL,$ $2 min$0$2 min$0$1 min$1 min,$0$2 min$0$2 min$1 min$1 min$ 
33616,DTK SDAH LOCAL,$ $4 min$3 min$3 min$1 min$0$2 min,$0$4 min$3 min$3 min$1 min$1 min$ 
33618,DTK SDAH LOCAL,$ $2 min$2 min$3 min$1 min$1 min$2 min,$0$2 min$2 min$3 min$1 min$1 min$ 
33620,DTK SDAH LOCAL,$ $3 min$2 min$5 min$4 min$3 min$0,$0$3 min$2 min$5 min$4 min$3 min$ 
33622,DTK SDAH LOCAL,$ $4 min$3 min$4 min$5 min$5 min$8 min,$1 min$4 min$3 min$4 min$5 min$5 min$ 
33624,DTK SDAH LOCAL,$ $3 min$1 min$3 min$2 min$2 min$5 min,$0$3 min$1 min$3 min$2 min$2 min$ 
33626,DTK SDAH LOCAL,$ $10 min$8 min$10 min$10 min$8 min$11 min,$7 min$10 min$8 min$10 min$10 min$8 min$ 
33628,DTK SDAH LOCAL,$ $3 min$3 min$4 min$3 min$2 min$6 min,$0$3 min$3 min$4 min$3 min$2 min$ 
33630,DTK SDAH LOCAL,$ $4 min$3 min$4 min$2 min$2 min$1 min,$1 min$4 min$3 min$4 min$2 min$2 min$ 
58712,DTR KDRI PASS N G,,
58714,DTR KDRI PASS N G,,
58716,DTR KDRI PASS N G,,
54765,DUI BTI PASS,$ $4 min$8 min$5 min$5 min$13 min$15 min$18 min$14 min$13 min$5 min,$2 min$6 min$8 min$5 min$11 min$15 min$18 min$18 min$20 min$12 min$ 
54555,DUI BTI PASS,$ $3 min$6 min$13 min$11 min$12 min$22 min$21 min$26 min$20 min$14 min,$0$16 min$11 min$12 min$12 min$22 min$21 min$25 min$27 min$21 min$ 
54632,DUI SSA PASS,$ $11 min$11 min$17 min$24 min$26 min$27 min$26 min$28 min$27 min$28 min$28 min$34 min$10 min$19 min$17 min$16 min$15 min$15 min$7 min,$3 min$11 min$13 min$22 min$36 min$27 min$30 min$25 min$29 min$28 min$28 min$32 min$44 min$16 min$19 min$17 min$16 min$15 min$15 min$ 
53556,DUMK JSME PASS,,
18620,DUMK RNC EXPRESS,$ $2 min$0$2 min$0$11 min$10 min$7 min$7 min$2 min$8 min$3 min$2 min$2 min$9 min$0,$5 min$2 min$0$4 min$12 min$10 min$10 min$8 min$6 min$5 min$8 min$5 min$5 min$9 min$17 min$ 
53082,JSME RPH PASS,$ $2:51 hrs$1:32 hrs$1:02 hrs$51 min$1:09 hrs$1 hrs$55 min,$1:05 hrs$2:52 hrs$1:30 hrs$58 min$51 min$1:09 hrs$1:01 hrs$ 
53552,JSME DUMK PASS,$ $5 min$1 min$0,$3 min$6 min$2 min$ 
18241,DURG ABKP EX PAS,$ $9 min$13 min$11 min$11 min$10 min$11 min$0$28 min$20 min$14 min$20 min$10 min$14 min$14 min$15 min$8 min$10 min$16 min$27 min$30 min$33 min$36 min$40 min$45 min$50 min$41 min$39 min$0,$1 min$8 min$12 min$11 min$11 min$10 min$10 min$16 min$27 min$21 min$15 min$20 min$19 min$16 min$15 min$14 min$8 min$13 min$23 min$28 min$31 min$33 min$37 min$45 min$45 min$49 min$38 min$31 min$ 
18207,DURG AII EXP,$ $0$11 min$10 min$5 min$14 min$7 min$9 min$1 min$0$0$24 min$46 min$53 min$24 min$12 min$0$0$31 min$10 min$29 min$58 min$33 min,$1 min$8 min$11 min$10 min$4 min$14 min$7 min$9 min$6 min$0$10 min$26 min$44 min$54 min$21 min$21 min$18 min$4 min$31 min$19 min$28 min$58 min$ 
78817,DURG DRZ DEMU,$ $1:17 hrs$1:18 hrs$1:20 hrs$1:20 hrs$1:34 hrs$1:23 hrs$46 min,$53 min$1:17 hrs$1:18 hrs$1:20 hrs$1:20 hrs$1:35 hrs$1 min$ 
08873,DURG DRZ SPL,$ $5 min$4 min$4 min$0$0,$0$4 min$3 min$4 min$0$ 
68741,DURG G MEMU,$ $6 min$15 min$17 min$20 min$23 min$27 min$29 min$33 min$36 min$35 min$39 min$37 min$31 min$27 min$7 min,$0$10 min$17 min$20 min$21 min$25 min$28 min$32 min$31 min$38 min$36 min$39 min$36 min$30 min$27 min$ 
18215,DURG JAT EXPRESS,$ $17 min$25 min$24 min$0$17 min$12 min$37 min$0$14 min$42 min$19 min$2 min$5 min$5 min$30 min$0$2 min$0$0$9 min$0$0$5 min$11 min$41 min,$6 min$17 min$25 min$24 min$0$17 min$12 min$33 min$1 min$18 min$42 min$22 min$2 min$5 min$8 min$20 min$1 min$2 min$0$0$9 min$0$0$7 min$45 min$ 
12549,DURG JAT SF EXP,$ $4 min$9 min$13 min$8 min$0$0$1 min$5 min$0$3 min$4 min$0,$1 min$4 min$12 min$13 min$5 min$0$2 min$0$5 min$0$3 min$8 min$ 
18211,DURG JDB EXP,,
18213,DURG AII EXP,$ $0$7 min$1 min$18 min$13 min$6 min$11 min$0$27 min$30 min$9 min$45 min$48 min$34 min$28 min$0$0$3 min$0,$2 min$0$7 min$0$20 min$12 min$14 min$11 min$4 min$27 min$28 min$11 min$43 min$46 min$36 min$31 min$16 min$4 min$3 min$ 
