Station Names,Station Codes,Latitude,Longitude
SANTRAGACHI JN,SRC,null,null
SANVATSAR,SNVR,19.8775° N,74.5207° E
SANVERDAM CHUCH,SVM,15.2642° N,74.1086° E
SANVRAD,SVO,27.5170° N,74.4943° E
SANWARA,SNRA,24.7282° N,72.6898° E
SAONER,SONR,21.3856° N,78.9218° E
SAONGA HALT,SZH,21.5206° N,78.8718° E
SAONGI P H,SGC,null,null
SAOTA,SOF,23.4895° N,87.9784° E
SAPATGRAM,SPX,26.3264° N,90.1203° E
SAPDA,SPDA,22.3999° N,70.2260° E
SAPE WAMNE,SAPE,null,null
SAPEKHATI,SPK,27.1113° N,95.1615° E
SAPHALE,SAH,19.6042° N,72.8338° E
SARADHNA,SDH,29.1451° N,77.6164° E
SARADIYA,SRDA,21.5803° N,70.0405° E
SARAGAON RD P H,SGRD,null,null
SARAGBUNDIA,SRBA,22.2139° N,82.7328° E
SARAGCHNI,SGV,null,null
SARAGIPALI,SRGP,22.0523° N,83.9096° E
SARAI,SAI,29.3069° N,77.4150° E
SARAI BANJARA,SBJ,30.5387° N,76.5185° E
SARAI BHOPAT,SB,26.8075° N,78.9543° E
SARAI CHANDI,SYC,25.5367° N,81.9876° E
SARAI GOPAL,SPGL,27.1858° N,79.4296° E
SARAI HARKHU,SVZ,25.8379° N,82.5091° E
SARAI KANSRAI,SQN,25.5027° N,82.3696° E
SARAI MIR,SMZ,26.0053° N,82.9448° E
SARAI RANI,RKS,26.0030° N,83.1099° E
SARANGPUR,SFW,23.5665° N,76.4723° E
SARANGPUR ROAD,SAPR,null,null
SARASWATINAGAR,SRWN,30.1994° N,77.1456° E
SARAYAN,SYU,26.4976° N,79.8717° E
SARAYGARH,SRGR,26.2814° N,86.7064° E
SARBAHARA,SBRA,22.7102° N,81.9106° E
SARDAR PATEL RD,SDPR,null,null
SARDARGARH,SRZ,25.2331° N,73.9889° E
SARDARGRAM,SDGM,23.0715° N,72.6424° E
SARDARNAGAR,SANR,23.0830° N,72.6204° E
SARDARSHAHR,SRDR,28.4404° N,74.4937° E
SARDIHA,SUA,22.3075° N,86.9098° E
SAREIGRAM,SGAM,null,null
SARERI,SSR,25.6983° N,74.6261° E
SARJU,SUJ,23.6408° N,84.3779° E
SARKANPUR,SKNP,24.8392° N,79.0589° E
SARKARA,SKX,8.6556° N,76.7870° E
SARKHEJ,SEJ,22.9778° N,72.4979° E
SARKONI,SIQ,24.4475° N,83.7916° E
SARMATANR,SMND,24.3452° N,85.6628° E
SARNA,SRM,32.2614° N,75.5844° E
SARNATH,SRNT,25.3716° N,83.0252° E
SAROJINI NAGAR,SOJ,28.5740° N,77.1991° E
SAROLA,SRL,20.3926° N,75.7255° E
SARONA,SZB,21.2489° N,81.5788° E
SAROTRA ROAD,SZA,null,null
SARSADH,SRDH,21.8274° N,73.2588° E
SARSAWA,SSW,30.0198° N,77.3985° E
SARSI,SRSI,25.8521° N,87.2879° E
SARSONPURI P H,SPY,null,null
SARUPATHAR,SZR,26.1940° N,93.8669° E
SARUPSAR JN,SRPR,null,null
SARWARI,SVD,26.0617° N,75.0115° E
SASA MUSA,SSU,26.5250° N,84.3608° E
SASALU,SLU,12.8014° N,76.4489° E
SASAN GIR,SASG,21.1243° N,70.8242° E
SASARAM,SSM,24.9539° N,84.0143° E
SASNI,SNS,27.7063° N,78.0823° E
SASON,SSN,21.5372° N,84.0339° E
SASTHANKOTTA,STKT,9.0365° N,76.6239° E
SASVAD ROAD,SSV,18.4728° N,73.9545° E
SATADHAR,STDR,21.2860° N,70.7318° E
SATARA,STR,17.6805° N,74.0183° E
SATBAHINI,SZF,24.5239° N,84.1310° E
SATH NARAINI,SNIE,25.7950° N,81.0386° E
SATHAJAGAT,STJT,25.6310° N,85.8680° E
SATHI,SAHI,27.0165° N,84.5039° E
SATHIAON,SAA,26.0365° N,83.2907° E
SATHIN ROAD,SWF,26.4963° N,73.5195° E
SATISH SAMNT HT,SSPH,null,null
SATNA,STA,24.6005° N,80.8322° E
SATNALI,STNL,28.3752° N,75.9635° E
SATRAON,STZ,20.5937° N,78.9629° E
SATROD,STD,29.1311° N,75.7880° E
SATTENAPALLE,SAP,16.3960° N,80.1493° E
SATTIRAKKUDI,SQD,9.4009° N,78.7053° E
SATULUR,STUR,9.3580° N,77.9156° E
SATUNA,SCO,19.5941° N,76.2102° E
SATUR,SRT,9.3580° N,77.9156° E
SATYAVADA,STVA,16.7380° N,82.0223° E
SAUGOR,SGO,23.8388° N,78.7378° E
SAUNDAL,SUAL,16.7131° N,73.6124° E
SAUNSHI,SNH,15.2045° N,75.3004° E
SAUSAR,SASR,21.6520° N,78.7958° E
SAVALYAPURAM,SYM,16.1038° N,79.8171° E
SAVANUR,SVNR,14.9725° N,75.3356° E
SAVARDA,SVX,17.4047° N,73.5152° E
SAVARKUNDLA,SVKD,21.3377° N,71.3052° E
SAVDA,SAV,21.1506° N,75.8859° E
SAVLI,SVLI,22.5616° N,73.2220° E
SAVNI,SVB,20.9665° N,70.4521° E
SAWAI MADHOPUR,SWM,26.0124° N,76.3560° E
SAWALGI,SVG,17.3484° N,76.7293° E
SAWANTWADI ROAD,SWV,15.8666° N,73.7852° E
SAYAMA,SAY,22.3844° N,72.6654° E
SAYAN,SYN,21.3199° N,72.8817° E
SBB JOGULAMBA H,SBBJ,15.9157° N,78.0418° E
SBEWBABUDIH,SBW,23.6600° N,86.3902° E
SEALDAH,SDAH,22.5676° N,88.3707° E
SECBAD JAMES ST,JET,17.4329° N,78.4872° E
SECUNDERABAD JN,SC,17.4337° N,78.5016° E
SEDARAMPATTU,SDPT,12.6811° N,79.1908° E
SEHAL,SEW,28.6508° N,78.1080° E
SEHARA BAZAR,SRBZ,23.1096° N,87.8046° E
SEHORE,SEH,23.2032° N,77.0844° E
SEHRAMAU,SW,26.4266° N,82.8506° E
SEKHA,SEQ,30.3583° N,75.6470° E
SELENG HAT,SLX,26.7836° N,94.4830° E
SELOO ROAD,SLOR,20.7769° N,78.7156° E
SELU,SELU,19.4532° N,76.4390° E
SEMAI,SYF,25.7806° N,78.5263° E
SEMAPUR,SMO,25.5242° N,87.4691° E
SEMARI,SES,24.0555° N,73.8566° E
SEMARKHERI,SRKI,null,null
SEMLA,SE,27.9484° N,77.9953° E
SEMRA,SRA,23.7290° N,77.3985° E
SENAPURA,SEN,13.7180° N,74.6844° E
SENCHOA JN,SCE,null,null
SENDRA,SEU,26.0853° N,74.2176° E
SENDURAI,SNDI,11.2552° N,79.1746° E
SENGOTTAI,SCT,8.9751° N,77.2491° E
SEOHARA,SEO,29.2013° N,78.5945° E
SEONI,SEY,22.0869° N,79.5435° E
SEORAPHULI,SHE,22.7686° N,88.3216° E
SEPON,SEPN,27.1107° N,94.8495° E
SERAM,SEM,17.1784° N,77.2873° E
SERAMPORE,SRP,22.7505° N,88.3406° E
SERNDANUR,SXR,11.8706° N,79.5300° E
SERONI ROAD,SEX,null,null
SETHAL,STH,28.5305° N,79.5714° E
SETTIGUNTA,SF,13.8531° N,79.3986° E
SETTIHALLY,SET,13.7955° N,76.1719° E
SEVAGRAM,SEGM,20.7350° N,78.6626° E
SEVALIYA,SVL,22.8101° N,73.3443° E
SEVUR,SVUR,11.2464° N,77.2372° E
SEVVAPET ROAD,SVR,13.1252° N,79.9659° E
SEWA NAGAR,SWNR,28.5765° N,77.2274° E
SEWAPURI,SWPR,25.3510° N,82.7692° E
SEWAR,SWAR,27.2010° N,77.4622° E
SEYDUNGANALLUR,SDNR,8.6636° N,77.8296° E
SGM JAGARLAMUDI,SJL,null,null
SHADHORAGAON,SHDR,24.6312° N,77.5885° E
SHADNAGAR,SHNR,17.0713° N,78.2059° E
SHAHABAD,SDB,30.1557° N,76.8697° E
SHAHABAD MD.PUR,SMDP,28.5607° N,77.0718° E
SHAHAD,SHAD,19.2498° N,73.1593° E
SHAHAMATGANJ,SMG,28.3604° N,79.4250° E
SHAHBAD MARKNDA,SHDM,null,null
SHAHBAZNAGAR,SZN,27.9116° N,79.9008° E
SHAHDOL,SDL,23.3002° N,81.3569° E
SHAHERA,SHRA,22.9515° N,73.6286° E
SHAHGANJ JN,SHG,26.0612° N,82.6799° E
SHAHGARH,SG,24.3130° N,79.1182° E
SHAHI,SSC,28.5493° N,79.3170° E
SHAHJAHANPUR,SZP,27.8296° N,79.8297° E
SHAHJEHANPUR,SPN,27.8296° N,79.8297° E
SHAHNAGAR TMNS,SWW,null,null
SHAHPUR PATOREE,SPP,25.6338° N,85.5744° E
SHAHZAD NAGAR,SAR,28.7438° N,79.0673° E
SHAITANSINGHNGR,STSN,27.3746° N,73.0981° E
SHAJAHANPURCORT,SXK,null,null
SHAJAPUR,SFY,23.4273° N,76.2730° E
SHAKAR NAGAR,SKNR,13.0623° N,77.5871° E
SHAKTI NAGAR,SKTN,24.1207° N,82.6931° E
SHAKURBASTI,SSB,28.6817° N,77.1281° E
SHALASHAH THANA,SHLT,null,null
SHALIMAR,SHM,28.7163° N,77.1563° E
SHAM CHAURASI,SCQ,31.4991° N,75.7517° E
SHAM KAURIA,SMKR,26.0349° N,84.8342° E
SHAMBHUPURA,SMP,24.7674° N,74.6386° E
SHAMGARH,SGZ,24.1883° N,75.6353° E
SHAMLAJI ROAD,SJS,null,null
SHAMLI,SMQL,29.4502° N,77.3172° E
SHAMPURHALLI,SPHL,16.8769° N,77.0327° E
SHAMSABAD,SSD,27.0168° N,78.1237° E
SHAMSHABAD TOWN,SSDT,27.0251° N,78.1270° E
SHANKAR,SQK,31.1477° N,75.5291° E
SHANKARGARH,SRJ,25.1908° N,81.6117° E
SHANKARPALLI,SKP,17.4554° N,78.1312° E
SHANKARPUR,SKLP,21.6491° N,87.5699° E
SHANKRUL,SHKL,23.1420° N,87.6546° E
SHANTIGRAMA,SIGA,12.9839° N,76.2181° E
SHANTIPUR,STB,23.2645° N,88.4381° E
SHAPUR JN,SHH,null,null
SHARMA,SHRM,null,null
SHASAN ROAD,SSRD,22.3470° N,88.4350° E
SHDSPRA PADMPRA,SAS,null,null
SHEDBAL,SED,16.6898° N,74.7593° E
SHEDUBHAR,SDBR,21.7078° N,71.2473° E
SHEGAON,SEG,20.7930° N,76.6910° E
SHEIKHUPUR,SKW,31.3544° N,75.3609° E
SHEIKPURA,SHK,25.0848° N,85.8896° E
SHELGAON,SLGH,19.0408° N,76.5315° E
SHENDRI,SEI,18.1557° N,75.5684° E
SHENDURNI,SDRN,20.6495° N,75.5931° E
SHENOLI,SNE,17.1897° N,74.2612° E
SHEO SINGH PURA,SHNX,26.9138° N,75.5678° E
SHEOPRASADNAGER,SPDR,null,null
SHEOPUR KALAN,SOE,25.6713° N,76.7006° E
SHEREKAN,SRKN,29.5625° N,74.4357° E
SHERGANJ,SNZ,24.5715° N,80.7907° E
SHERGARH,SGA,26.3253° N,72.2926° E
SHERPUR,SEPR,25.5698° N,83.7947° E
SHIBLUN,SHBL,23.6961° N,88.0839° E
SHIKARA,SKY,24.1932° N,81.8498° E
SHIKOHABAD JN,SKB,27.1062° N,78.5882° E
SHILLONG O A,SOC,25.5788° N,91.8933° E
SHIMILIAGUDA,SMLG,null,null
SHIMOGA BIDARE,BEI,13.8977° N,75.6434° E
SHINDAWANE,SHIV,18.4259° N,74.1183° E
SHINGATGERI,SXH,15.3536° N,74.6459° E
SHIROOR,SHMI,13.9174° N,74.6049° E
SHIRRAVDE,SIW,17.2777° N,74.1844° E
SHIRSOLI,SS,20.9167° N,75.5333° E
SHIRUD,SHF,20.7336° N,74.8916° E
SHIRVA,SRVA,13.2163° N,74.8258° E
SHISHO,SHEO,null,null
SHIU SAGAR ROAD,SSG,24.9994° N,83.8943° E
SHIUPUR,SOP,24.8475° N,84.0300° E
SHIVAJI BRIDGE,CSB,28.6335° N,77.2267° E
SHIVAJINAGAR,SVJR,18.5314° N,73.8446° E
SHIVALINGAPURAM,SLPM,18.1638° N,83.0402° E
SHIVAMOGGA H,SME,null,null
SHIVAMOGGA TOWN,SMET,13.9299° N,75.5681° E
SHIVANARAYANPUR,SVRP,25.2938° N,87.3338° E
SHIVANI,SHV,13.8187° N,76.0318° E
SHIVATHAN,SVTN,15.4679° N,74.5317° E
SHIVLANKHA,SIA,30.8769° N,79.0656° E
SHIVNAGAR,SHNG,19.2835° N,73.1202° E
SHIVNI SHIVAPUR,SVW,20.6759° N,77.0484° E
SHIVPURA,SVT,25.4358° N,77.6651° E
SHIVPURI,SVPI,25.4358° N,77.6651° E
SHIVRAJPUR,SVU,26.6844° N,80.1415° E
SHIVRAMPUR,SWC,25.2249° N,80.8312° E
SHIVWALA TEHU,SWT,null,null
SHMATA VD KATRA,SVDK,null,null
SHOBHASAN,SXS,23.3573° N,72.2571° E
SHOGHI,SGS,31.0421° N,77.1198° E
SHOHRATGARH,SOT,27.4025° N,82.9597° E
SHOLAKA,SHLK,27.9728° N,77.3805° E
SHOLAVANDAN,SDN,10.0211° N,77.9610° E
SHOLINGHUR,SHU,13.1116° N,79.4310° E
SHORANUR JN,SRR,10.7595° N,76.2719° E
SHRAVANBELAGOLA,SBGA,12.8519° N,76.4807° E
SHRI AMIRGADH,SIM,24.4046° N,72.6415° E
SHRI BALAJI,SBLJ,27.4075° N,73.5417° E
SHRI BHAVNATH,SBHN,null,null
SHRI GANGANAGAR,SGNR,29.9094° N,73.8800° E
SHRI GHASINAGAR,SHGN,27.0903° N,76.6286° E
SHRI KARANPUR,SRW,26.1820° N,76.9708° E
SHRI MADHOPUR,SMPR,27.4728° N,75.5969° E
SHRI MAHABIRJI,SMBJ,26.6847° N,76.9683° E
SHRI RAMGARH,SHRG,29.1801° N,74.9714° E
SHRI VIJAINAGAR,SBNR,null,null
SHRIBDRYA LATHI,SBLT,null,null
SHRIDHAM,SRID,23.0397° N,79.4844° E
SHRIGONDA ROAD,SGND,18.5987° N,74.6420° E
SHRIKALYANPURA,SKPA,25.1900° N,76.0872° E
SHRIKHANDA,SIZ,23.5968° N,88.0803° E
SHRIMAD DWKPURI,SRDW,null,null
SHRIPAT SHRKHND,SPS,23.6056° N,88.0717° E
SHRIRAJNAGAR,SAGR,26.5218° N,81.0824° E
SHRIRANGAPATNA,S,12.4237° N,76.6829° E
SHRIVAGILU,SVGL,null,null
SHRUNGAVARPUKTA,SUP,18.1167° N,83.1329° E
SHUDNIPUR,SPPR,26.0665° N,83.1836° E
SHUJAATPUR,SJT,25.6066° N,81.4073° E
SHUJALPUR,SJP,23.3882° N,76.7163° E
SHUKARULLAHPUR,SHX,27.4490° N,79.4699° E
SHYAM CHAK,SMCK,22.3635° N,87.5009° E
SHYAMNAGAR,SNR,22.8315° N,88.3977° E
SHYAMPURA,SMPA,27.3874° N,75.9613° E
SHYAMSUNDER,SHMR,23.1030° N,87.8673° E
SIAJULI,SWJ,26.6847° N,92.5300° E
SIBAICHANDI,SHBC,22.9739° N,88.1341° E
SIBSAGAR TOWN,SRTN,26.9826° N,94.6425° E
SIDDAMPALLI,SIE,15.2691° N,76.7871° E
SIDDAPUR H,SIDP,null,null
SIDDHPUR,SID,23.9211° N,72.3674° E
SIDHAULI,SD,27.2821° N,80.8344° E
SIDHIRSAI,SDHS,22.5012° N,86.1561° E
SIDHWALIA,SQW,26.3352° N,84.6662° E
SIDHWAN,SWG,31.0919° N,75.5189° E
SIDLAGATTA,IDT,13.3937° N,77.8653° E
SIDMUKH,SDMK,28.8881° N,75.2844° E
SIDULI,SXD,23.6535° N,87.2083° E
SIGADAM,SGDM,18.3778° N,83.6814° E
SIGSIGI,SQS,24.2610° N,83.8606° E
SIHAPAR,SIPR,22.1573° N,70.7991° E
SIHO,SIHO,26.0061° N,85.5162° E
SIHOR GUJARAT,SOJN,21.7197° N,71.9597° E
SIHORA ROAD,SHR,23.4670° N,80.1099° E
SIJUA,SJA,23.7821° N,86.3199° E
SIKANDARPUR,SKQ,26.0368° N,84.0379° E
SIKANDRA RAO,SKA,27.6864° N,78.3783° E
SIKAR JN,SIKR,27.3732° N,75.5633° E
SIKARIPARA,SKIP,24.2389° N,87.4678° E
SIKARPAI,SKPI,19.4014° N,83.3175° E
SIKARPUR P H,SKPR,28.2798° N,78.0110° E
SIKIR,SFK,27.0945° N,77.6679° E
SIKKA,SIKA,22.4277° N,69.8419° E
SIKKAL,SKK,10.7572° N,79.8014° E
SIKOSA P H,SKSO,null,null
SIKRODA,SKU,26.3472° N,77.7423° E
SIKTA,STF,27.0262° N,84.6813° E
SILAIMAN,ILA,9.8732° N,78.1978° E
SILAK JHORI,SZY,null,null
SILANIBARI,SOB,27.2008° N,94.0311° E
SILAO,SILO,25.0817° N,85.4285° E
SILAPATHAR,SPTR,27.5953° N,94.7240° E
SILARI,SILR,22.7785° N,78.3586° E
SILAUT,SLT,26.0339° N,85.4621° E
SILAWAR,SLWR,29.5126° N,77.3353° E
SILCHAR,SCL,24.8333° N,92.7789° E
SILGHAT TOWN,SHTT,26.6197° N,92.9494° E
SILIARI,SLH,21.4235° N,81.7431° E
SILIGURI,SGUD,26.7271° N,88.3953° E
SILIGURI JN,SGUJ,26.7238° N,88.4140° E
SILIGURI TOWN,SGUT,26.7271° N,88.3953° E
SILLAKKUDI,SLTH,11.0753° N,79.0274° E
SILLI,SLF,23.3484° N,85.8512° E
SILLIPUR,SPRA,25.9494° N,76.9902° E
SIMALUGURI JN,SLGR,null,null
SIMBHOOLI,SMBL,28.7605° N,77.9824° E
SIMEN CHAPARI,SMCP,27.7174° N,94.8864° E
SIMHACHALAM,SCM,17.7664° N,83.2506° E
SIMLA,SML,31.1048° N,77.1734° E
SIMLAGARH,SLG,23.0956° N,88.2339° E
SIMODARA,SMDR,21.4564° N,73.0856° E
SIMRAHA,SMH,26.2085° N,87.3190° E
SIMULTALA,STL,24.7118° N,86.5439° E
SIMURALI,SMX,23.0345° N,88.5166° E
SINDEWAHI,SYE,20.2879° N,79.6580° E
SINDHAR,SDZ,31.1126° N,75.2428° E
SINDHAWADAR,SDD,22.5475° N,70.8937° E
SINDHUDURG,SNDD,16.3492° N,73.5594° E
SINDI,SNI,20.8071° N,78.8878° E
SINDKHEDA,SNK,21.2726° N,74.7455° E
SINDPAN,SDPN,24.1332° N,75.0524° E
SINDRIBLOCK HUT,SDBH,null,null
SINDURWA,SYW,26.4945° N,81.5861° E
SINGANALLUR,SHI,11.0007° N,77.0296° E
SINGAPERUMLKOIL,SKL,12.7593° N,80.0033° E
SINGAPURAM ROAD,SPRD,19.2577° N,83.4028° E
SINGARAM,SGRM,17.0398° N,78.6065° E
SINGARAYAKONDA,SKM,15.2500° N,80.0212° E
SINGARENI COLRS,SYI,null,null
SINGARPUR,SNPR,17.4700° N,78.1258° E
SINGHABAD,SQB,24.9150° N,88.2919° E
SINGHIRAMPUR,SGRP,27.2289° N,79.6755° E
SINGHNALI,SNGI,null,null
SINGHOOKHARIA,SIPA,null,null
SINGHPUR,SNGP,20.6919° N,86.5072° E
SINGHPUR DUMRA,SPDM,25.0664° N,79.8971° E
SINGRAULI,SGRL,24.1992° N,82.6645° E
SINGUR,SIU,22.8150° N,88.2345° E
SINGWAL,SGW,26.0351° N,74.6810° E
SINHAN,SYQ,null,null
SINI JN,SINI,null,null
SINOR,SINR,21.9137° N,73.3384° E
SIPAYA,SPYA,26.5817° N,84.4035° E
SIRAJNAGAR  H,SRJN,null,null
SIRARI,SRY,25.1360° N,85.9503° E
SIRAS,SRAS,28.7590° N,77.1306° E
SIRATHU,SRO,25.6441° N,81.3207° E
SIRD,SIRD,null,null
SIRHILTARA,SIRA,null,null
SIRHIND JN,SIR,null,null
SIRIPURAM,SRPM,17.7204° N,83.3168° E
SIRJAM,SRJM,23.4041° N,86.8353° E
SIRKAZHI,SY,11.2391° N,79.7361° E
SIRLI,SIF,19.5093° N,77.2003° E
SIRMUTTRA,SRMT,26.5196° N,77.3754° E
SIRNAPALLI,SCP,18.4847° N,78.2804° E
SIROHI ROAD,SOH,24.7908° N,73.0398° E
SIROLIYA,SYO,null,null
SIRPUR TOWN,SRUR,19.4769° N,79.5712° E
SIRRAN,SIRN,null,null
SIRRI P H,SIY,null,null
SIRSA,SSA,29.5321° N,75.0318° E
SIRSAUL,SSL,26.2842° N,80.4886° E
SIRSI MUKHDUMPR,SRMP,null,null
SIRSUPHAL,SSF,18.3241° N,74.5580° E
SIRUVATTUR,SRVT,11.6353° N,78.9531° E
SISARKA,SSKA,28.4174° N,78.8284° E
SISAUNA,SISN,29.2144° N,78.2690° E
SISIBARGAON,SBGN,27.5677° N,94.6838° E
SISVINHALLI,SVHE,null,null
SISWA BAZAR,SBZ,27.1497° N,83.7598° E
SITABINJ,STBJ,21.5024° N,85.7692° E
SITAFAL MANDI,STPD,17.4268° N,78.5193° E
SITALNAGAR,STNR,22.2278° N,84.9123° E
SITALPUR,STLR,25.7682° N,85.0336° E
SITALPUR BENGAL,STLB,23.6918° N,86.8440° E
SITAMARHI,SMI,26.5887° N,85.5013° E
SITAMPET,STPT,16.7973° N,81.2104° E
SITANAGARAM,SNM,16.4939° N,80.6090° E
SITAPUR,STP,27.5746° N,80.6634° E
SITAPUR CANT,SCC,27.5575° N,80.6994° E
SITAPUR CITY,SPC,27.5746° N,80.6634° E
SITAPURAM,SPRM,16.8293° N,81.1165° E
SITARAMPUR,STN,23.7233° N,86.8948° E
SITHALAVAI,SEV,10.9050° N,78.2305° E
SITHOULI,STLI,26.1467° N,78.1871° E
SITIMANI,SII,16.3178° N,75.8912° E
SIURI,SURI,23.9071° N,87.5260° E
SIVADEVUNICHKLA,SVDC,16.5365° N,81.6540° E
SIVADI,SZV,12.0140° N,78.1194° E
SIVAGANGA,SVGA,9.8433° N,78.4809° E
SIVAKASI,SVKS,9.4533° N,77.8024° E
SIVAPUR,SPV,18.3390° N,73.8397° E
SIVARAKOTTAI,SVK,9.7497° N,78.0088° E
SIVOK,SVQ,26.8902° N,88.4731° E
SIVUNGAON,SVN,19.1101° N,77.5476° E
SIWAHA,SWDE,29.3326° N,76.4578° E
SIWAITH,SWE,25.5761° N,81.8743° E
SIWAN JN,SV,26.2109° N,84.3599° E
SIWAN KACHARI,SVC,26.2264° N,84.3484° E
SIWANI,SWNI,28.9084° N,75.6121° E
SLEEMANABAD RD,SBD,23.6144° N,80.2856° E
SNARAYAN CHAPIA,SNC,26.9662° N,82.3882° E
SNDRYA KACHARI,SFZ,null,null
SOBHAPUR,SXF,22.7729° N,78.2633° E
SODPUR,SEP,22.6992° N,88.3902° E
SOGARIA,SGAC,25.2141° N,75.8970° E
SOGRA,SOGR,22.6605° N,84.4330° E
SOHAGPUR,SGP,22.7017° N,78.1935° E
SOHAL,SOHL,31.9782° N,75.3487° E
SOHANSRA,SAWN,28.4090° N,75.8665° E
SOHWAL,SLW,26.7525° N,81.9854° E
SOJAT ROAD,SOD,25.8654° N,73.7507° E
SOJITRA,SJTR,22.5389° N,72.7201° E
SOLADI,SOZ,23.0029° N,71.3923° E
SOLAN,SOL,30.9084° N,77.0999° E
SOLAN BREWERY,SBY,30.9299° N,77.1144° E
SOLAPUR JN,SURM,17.6646° N,75.8934° E
SOLAPUR JN,SUR,17.6646° N,75.8934° E
SOLARI,SLZ,19.8007° N,85.2484° E
SOLDEVANAHALLI,SDVL,13.0847° N,77.4831° E
SOLGAMPATTI,SGM,10.7835° N,78.8574° E
SOLUR,SOLR,13.0701° N,77.2448° E
SOMALAPURAM,SLM,14.9149° N,76.8894° E
SOMANAYAKKANPTI,SKPT,10.7930° N,77.7080° E
SOMANKATTI,SMKT,15.7624° N,75.6434° E
SOMANUR,SNO,11.0871° N,77.1859° E
SOMESAR,SOS,25.5192° N,73.4519° E
SOMESHWARA,SMWA,13.4892° N,75.0643° E
SOMIDEVIPALLE,SDV,15.4572° N,79.0380° E
SOMNA,SOM,28.0570° N,77.9392° E
SOMNATH,SMNH,20.8880° N,70.4012° E
SOMPETA,SPT,18.9456° N,84.5825° E
SOMPUR ROAD,SOQ,15.4216° N,75.8734° E
SOMRA BAZAR,SOAE,23.1387° N,88.4330° E
SOMTANE,SMNE,18.6944° N,73.6816° E
SOMTHAN,SMTN,19.9502° N,74.2172° E
SON NAGAR,SEB,24.8827° N,84.2301° E
SONA ARJUNPUR,SNAP,29.7522° N,77.4559° E
SONADA,SAD,26.9599° N,88.2680° E
SONADANGA,SVH,23.6377° N,88.3537° E
SONAGIR,SOR,23.2512° N,77.4694° E
SONAI,SYZ,19.3956° N,74.8185° E
SONAILI,SI,25.5891° N,87.7296° E
SONAKHAN,SXN,21.5118° N,82.5510° E
SONAMUKHI,SONA,23.3076° N,87.4158° E
SONARDIH,SZE,23.7971° N,86.2628° E
SONARIPUR,SOI,28.4646° N,80.7769° E
SONARPUR JN,SPR,null,null
SONASAN,SNSN,23.4860° N,72.9232° E
SONBARSA KCHERI,SBM,25.7938° N,86.5960° E
SONBHADRA,SBDR,24.6850° N,83.0684° E
SONDAD,SNV,27.9179° N,77.3238° E
SONDALIA,SXC,22.6818° N,88.5825° E
SONDHA ROAD,SCN,26.4983° N,78.4842° E
SONDIMRA,SND,23.4775° N,85.7897° E
SONEGAON,SNN,21.0978° N,79.0517° E
SONGADH,SGD,21.1664° N,73.5645° E
SONI,SONI,26.5242° N,78.5561° E
SONIK,SIC,26.5867° N,80.5612° E
SONIPAT,SNP,28.9931° N,77.0151° E
SONPUR JN,SEE,null,null
SONSHELU,SNSL,21.2666° N,74.6547° E
SONTALAI,SQL,22.6215° N,77.9453° E
SONTHALIYA,SNTH,20.4587° N,85.8804° E
SONUA,SWR,22.5709° N,85.4608° E
SONUABARI,SNBR,null,null
SONWARA,SWO,25.9696° N,83.1193° E
SOOROTHEE,SRTE,null,null
SOPORE,SXZM,34.2868° N,74.4624° E
SORATH VANTHIL,WTS,null,null
SORBHOG,SBE,26.4904° N,90.8842° E
SORO,SORO,21.2815° N,86.6918° E
SORON,SRNK,27.8866° N,78.7448° E
SORUPETA,SPQ,26.5009° N,91.0754° E
SRAVANUR,SRVN,10.7677° N,76.2764° E
SRI DUNGARGARH,SDGH,28.0944° N,74.0060° E
SRI KALAHASTI,KHT,13.7527° N,79.7067° E
SRIKAKULAM ROAD,CHE,18.4089° N,83.9038° E
SRIKONA,SXO,24.8352° N,92.7158° E
SRIKRISHN NAGAR,SKN,17.4306° N,78.4271° E
SRINAGAR,SINA,34.0837° N,74.7973° E
SRINAGAR,SNAR,34.0837° N,74.7973° E
SRINIVASA NAGAR,SHAN,12.9356° N,77.5548° E
SRINIVASAPURA,SVS,13.3305° N,78.2077° E
SRIPANI,SRPN,27.5589° N,94.6326° E
SRIPURIAGAON,SPGN,null,null
SRIRAMPUR ASSAM,SRPB,26.4334° N,89.9025° E
SRIRAMPURAM,SRMR,12.9948° N,77.5664° E
SRIRANGAM,SRGM,10.8503° N,78.6998° E
SRIVAIKUNTAM,SVV,8.6312° N,77.9125° E
SRIVILLIPUTTUR,SVPR,9.5121° N,77.6340° E
SRUNGAVRUKSHAM,SGKM,16.5466° N,81.5994° E
ST THOMAS MOUNT,STM,13.0051° N,80.1933° E
STUARTPURAM,SPF,15.8667° N,80.4062° E
SUAHERI,SXQ,29.6593° N,77.8625° E
SUBANSIRI,SUZ,27.6169° N,93.8392° E
SUBARNAMRIGI,SBNM,24.2836° N,88.2938° E
SUBEDARGANJ,SFG,25.4406° N,81.7878° E
SUBHAGPUR,SUBR,27.2021° N,81.9985° E
SUBHAS GRAM,SBGR,22.4168° N,88.4348° E
SUBRAHMANYA RD,SBHR,12.7316° N,75.5580° E
SUBZI MANDI,SZM,28.6694° N,77.2046° E
SUCHAN KOTLI,SHN,29.5135° N,75.1829° E
SUDAMDIH,SDMD,23.6713° N,86.4234° E
SUDHANI,SUD,25.7269° N,87.8827° E
SUDHRANA,SDRA,28.4538° N,76.4285° E
